w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Llr2_uH
15.2,1.0,7.0,5.6,17.6,36.4,0.0,0.51,14.0,13.0,0.07,0.07,2.0,15.0,0.175,0.05,0.1,0.43,1.8,1.1,3.0,3.3,23.0,8.0,0.7,0.2,1.2,4.1,1.02,2.6,0.291051144911435
46.4,7.0,10.6,16.4,20.0,49.6,0.0,0.5,14.0,33.0,0.14,0.01,2.0,12.0,0.105,0.05,0.1,0.31,2.0,0.8,4.2,3.5,5.0,20.0,0.1,4.7,2.3,0.8,0.67,2.9,0.481668805416829
17.6,10.6,2.2,11.6,8.0,50.8,0.0,0.51,14.0,23.0,0.105,0.06,2.0,27.0,0.07,0.07,0.1,0.39,0.5,1.2,3.9,5.0,14.0,14.0,3.0,0.4,3.9,3.3,0.34,2.5,0.354641568631352
42.8,2.2,10.6,9.2,6.8,53.2,0.0,0.5,14.0,31.0,0.14,0.02,2.0,27.0,0.14,0.04,0.1,0.46,0.3,1.7,3.3,3.8,11.0,11.0,2.8,1.6,2.5,3.9,0.19,3.0,0.551542795545766
40.4,1.0,13.0,3.2,20.0,5.2,0.0,0.51,14.0,28.0,0.07,0.06,2.0,32.0,0.07,0.02,0.1,0.26,1.8,2.4,4.2,4.1,30.0,27.0,3.1,4.4,3.5,3.0,0.73,3.6,0.391032124551836
50.0,11.8,3.4,11.6,21.2,36.4,0.0,0.5,14.0,18.0,0.105,0.04,2.0,26.0,0.105,0.02,0.1,0.34,1.0,1.1,3.7,4.6,18.0,21.0,3.5,1.4,1.6,2.9,0.49,2.8,0.343366960192257
45.2,3.4,2.2,21.2,4.4,28.0,0.0,0.51,14.0,34.0,0.14,0.1,2.0,13.0,0.105,0.02,0.1,0.36,0.3,1.9,2.0,4.4,0.0,30.0,3.2,3.7,1.1,0.5,0.21,1.9,0.58918121102871
41.6,2.2,10.6,22.4,5.6,24.4,0.0,0.5,14.0,21.0,0.035,0.01,2.0,23.0,0.07,0.01,0.1,0.48,0.7,1.3,2.8,5.0,11.0,3.0,0.4,3.8,3.9,1.7,0.38,1.4,0.510501272526996
41.6,2.2,4.6,8.0,17.6,10.0,0.0,0.5,14.0,31.0,0.175,0.05,2.0,31.0,0.07,0.01,0.1,0.13,2.0,1.9,4.4,3.4,9.0,5.0,2.1,3.8,0.8,2.5,0.51,3.3,0.444014052331975
21.2,3.4,11.8,22.4,23.6,8.8,0.0,0.51,14.0,32.0,0.14,0.01,2.0,31.0,0.175,0.04,0.1,0.2,3.1,3.5,5.0,4.0,18.0,28.0,0.7,0.3,4.2,1.5,0.96,3.1,0.7306931492515161
27.2,7.0,10.6,14.0,24.8,42.4,0.0,0.51,14.0,29.0,0.175,0.05,2.0,14.0,0.14,0.03,0.1,0.22,1.7,3.3,4.8,3.9,12.0,28.0,3.4,3.2,2.1,1.1,0.98,3.2,0.415797509697849
8.0,11.8,10.6,15.2,10.4,11.2,0.0,0.51,14.0,26.0,0.14,0.05,2.0,14.0,0.105,0.08,0.1,0.12,1.1,1.7,3.1,2.8,3.0,13.0,0.3,0.3,3.7,4.1,0.83,2.3,0.292224617839917
35.6,5.8,4.6,20.0,5.6,40.0,0.0,0.5,14.0,26.0,0.07,0.02,2.0,9.0,0.105,0.07,0.1,0.22,0.6,2.0,3.6,4.7,24.0,3.0,0.3,0.7,4.1,0.1,0.52,1.5,0.469669772557442
38.0,9.4,11.8,17.6,12.8,44.8,0.0,0.51,14.0,34.0,0.07,0.02,2.0,10.0,0.105,0.05,0.1,0.19,1.0,0.8,4.6,4.7,27.0,23.0,1.0,1.2,3.6,0.8,0.43,2.5,0.362671173419594
10.4,2.2,9.4,14.0,10.4,32.8,0.0,0.5,14.0,16.0,0.105,0.09,2.0,6.0,0.105,0.09,0.1,0.27,1.1,1.4,3.7,3.6,15.0,7.0,4.2,4.5,3.0,3.7,0.94,1.0,0.371287276098569
40.4,2.2,10.6,24.8,18.8,29.2,0.0,0.5,14.0,22.0,0.14,0.08,2.0,28.0,0.07,0.01,0.1,0.36,1.4,2.8,3.3,4.2,7.0,20.0,1.9,1.2,4.2,2.1,0.54,2.6,0.568806384843204
52.4,2.2,9.4,5.6,16.4,50.8,0.0,0.5,14.0,29.0,0.175,0.1,2.0,5.0,0.14,0.01,0.1,0.45,2.0,3.0,3.7,1.8,0.0,21.0,0.6,1.2,4.2,3.8,1.31,1.3,0.774938950935189
20.0,9.4,7.0,17.6,17.6,30.4,0.0,0.5,14.0,35.0,0.14,0.02,2.0,21.0,0.07,0.04,0.1,0.17,1.8,1.4,3.6,3.5,19.0,7.0,3.4,3.8,2.8,0.2,1.32,2.2,0.402564808633391
22.4,11.8,9.4,16.4,20.0,14.8,0.0,0.51,14.0,32.0,0.175,0.08,2.0,31.0,0.14,0.07,0.1,0.42,1.2,4.1,4.0,4.0,3.0,3.0,3.9,2.9,3.0,1.6,0.39,2.9,0.471055389840573
20.0,10.6,4.6,12.8,20.0,34.0,0.0,0.51,14.0,34.0,0.07,0.04,2.0,16.0,0.07,0.03,0.1,0.26,2.4,3.0,4.9,3.9,20.0,16.0,3.4,1.0,2.9,3.9,0.88,1.4,0.619619079120508
9.2,8.2,2.2,11.6,23.6,19.6,0.0,0.51,14.0,13.0,0.14,0.03,2.0,31.0,0.14,0.08,0.1,0.49,0.9,1.6,4.1,4.6,11.0,17.0,2.7,3.9,3.8,1.4,0.87,3.2,0.237341379322834
9.2,1.0,11.8,10.4,8.0,10.0,0.0,0.51,14.0,25.0,0.105,0.03,2.0,12.0,0.105,0.03,0.1,0.36,0.5,2.2,4.2,4.2,8.0,3.0,3.7,4.9,0.2,4.8,0.44,1.6,0.368692670257757
14.0,2.2,10.6,9.2,15.2,14.8,0.0,0.5,14.0,26.0,0.14,0.05,2.0,30.0,0.14,0.09,0.1,0.27,2.0,2.3,3.3,4.2,29.0,13.0,4.9,3.8,1.5,1.4,0.57,2.9,0.36631895525878
17.6,4.6,2.2,6.8,10.4,20.8,0.0,0.5,14.0,27.0,0.035,0.03,2.0,31.0,0.175,0.1,0.1,0.28,1.0,3.7,5.0,4.6,17.0,5.0,1.0,3.2,0.7,3.1,0.16,1.0,0.438891134881904
27.2,2.2,10.6,21.2,21.2,11.2,0.0,0.5,14.0,25.0,0.14,0.06,2.0,9.0,0.175,0.09,0.1,0.24,1.0,2.1,4.0,3.4,19.0,19.0,4.1,3.5,0.6,3.9,0.66,3.3,0.321390714724922
48.8,4.6,2.2,4.4,9.2,10.0,0.0,0.51,14.0,28.0,0.105,0.02,2.0,21.0,0.14,0.03,0.1,0.13,1.2,1.0,2.0,4.1,27.0,12.0,2.4,0.1,0.6,2.4,0.14,1.7,0.484273377735867
20.0,4.6,4.6,16.4,11.6,6.4,0.0,0.5,14.0,15.0,0.175,0.09,2.0,17.0,0.14,0.03,0.1,0.26,1.3,0.8,5.0,1.9,7.0,30.0,0.2,3.0,2.9,2.9,0.54,1.4,0.382247591297601
12.8,4.6,8.2,8.0,9.2,4.0,0.0,0.5,14.0,30.0,0.035,0.03,2.0,24.0,0.105,0.04,0.1,0.18,0.5,1.7,4.3,4.6,4.0,9.0,2.5,0.7,3.9,2.4,0.19,2.4,0.346763603228317
10.4,8.2,4.6,21.2,22.4,40.0,0.0,0.51,14.0,23.0,0.105,0.07,2.0,28.0,0.105,0.09,0.1,0.43,1.4,1.7,4.9,5.0,8.0,6.0,2.3,1.0,2.2,2.5,0.75,4.8,0.242578640515213
30.8,5.8,4.6,14.0,18.8,52.0,0.0,0.5,14.0,21.0,0.175,0.06,2.0,17.0,0.105,0.01,0.1,0.15,1.4,2.1,4.3,3.4,19.0,25.0,1.2,2.1,1.3,1.9,0.5,1.5,0.496791948637538
35.6,2.2,5.8,12.8,22.4,42.4,0.0,0.5,14.0,17.0,0.105,0.08,2.0,11.0,0.07,0.03,0.1,0.18,2.0,2.1,3.9,4.1,22.0,7.0,2.7,4.8,3.6,0.9,1.65,3.8,0.3791954600952349
52.4,4.6,2.2,26.0,14.0,19.6,0.0,0.51,14.0,28.0,0.105,0.07,2.0,29.0,0.07,0.01,0.1,0.45,1.8,3.6,4.3,5.0,17.0,17.0,4.5,2.7,3.9,3.2,0.91,2.8,0.710878130072279
40.4,7.0,11.8,6.8,21.2,7.6,0.0,0.5,14.0,23.0,0.07,0.04,2.0,32.0,0.175,0.03,0.1,0.43,2.6,0.9,5.0,4.6,1.0,11.0,3.7,2.0,3.1,1.9,0.26,3.4,0.561759750159817
32.0,5.8,10.6,24.8,22.4,38.8,0.0,0.5,14.0,35.0,0.14,0.08,2.0,27.0,0.035,0.01,0.1,0.12,2.1,3.9,3.7,4.7,12.0,4.0,0.2,5.0,2.3,3.3,1.96,3.6,0.551787180203713
34.4,8.2,2.2,10.4,14.0,29.2,0.0,0.5,14.0,30.0,0.14,0.04,2.0,34.0,0.105,0.1,0.1,0.41,1.4,2.4,4.9,4.0,25.0,7.0,1.8,1.1,4.0,0.5,1.35,1.0,0.56246601297993
24.8,4.6,9.4,14.0,15.2,28.0,0.0,0.51,14.0,34.0,0.175,0.02,2.0,18.0,0.07,0.06,0.1,0.21,1.2,3.5,4.9,3.6,8.0,14.0,4.0,5.0,2.1,3.1,1.18,3.2,0.368172664832701
26.0,3.4,5.8,2.0,6.8,12.4,0.0,0.51,14.0,29.0,0.175,0.06,2.0,16.0,0.175,0.04,0.1,0.45,0.9,1.6,1.8,2.5,19.0,1.0,2.2,2.4,0.9,4.6,0.27,1.7,0.331334202613662
42.8,1.0,1.0,4.4,11.6,12.4,0.0,0.5,14.0,28.0,0.105,0.05,2.0,24.0,0.14,0.08,0.1,0.48,0.9,3.6,3.1,2.7,10.0,19.0,2.6,5.0,1.2,2.9,0.2,1.1,0.533098840834195
30.8,8.2,9.4,21.2,10.4,47.2,0.0,0.5,14.0,17.0,0.07,0.03,2.0,26.0,0.07,0.06,0.1,0.44,0.7,0.9,3.2,4.5,23.0,17.0,4.9,4.7,3.4,2.0,0.27,1.4,0.485364852613755
9.2,7.0,11.8,14.0,14.0,8.8,0.0,0.5,14.0,25.0,0.175,0.06,2.0,10.0,0.14,0.06,0.1,0.22,1.7,1.7,3.4,4.1,28.0,9.0,5.0,4.8,2.0,1.5,0.72,2.0,0.364149557271448
20.0,3.4,8.2,5.6,21.2,5.2,0.0,0.5,14.0,30.0,0.14,0.09,2.0,20.0,0.035,0.02,0.1,0.3,1.8,3.4,4.7,3.6,5.0,4.0,0.1,4.7,4.6,0.7,1.6,3.5,0.355173256841642
23.6,11.8,9.4,20.0,8.0,40.0,0.0,0.51,14.0,32.0,0.105,0.06,2.0,8.0,0.035,0.02,0.1,0.04,1.0,4.0,2.8,2.8,16.0,7.0,4.7,2.0,3.6,3.1,0.25,2.1,0.540806907353479
42.8,9.4,13.0,5.6,16.4,5.2,0.0,0.51,14.0,29.0,0.175,0.06,2.0,30.0,0.105,0.01,0.1,0.5,1.4,2.3,4.8,3.9,0.0,1.0,0.2,1.7,1.5,2.6,0.85,1.8,0.505235871219252
6.8,13.0,3.4,5.6,16.4,52.0,0.0,0.51,14.0,33.0,0.14,0.06,2.0,34.0,0.175,0.07,0.1,0.25,2.0,1.5,2.9,4.4,18.0,12.0,1.1,4.2,3.1,4.9,0.82,2.6,0.274477835051032
24.8,13.0,8.2,26.0,22.4,44.8,0.0,0.5,14.0,29.0,0.14,0.1,2.0,21.0,0.07,0.03,0.1,0.15,1.8,3.9,4.8,3.8,13.0,11.0,0.4,4.0,3.2,4.7,0.47,3.5,0.553559052107103
48.8,7.0,4.6,26.0,20.0,40.0,0.0,0.5,14.0,17.0,0.14,0.03,2.0,30.0,0.14,0.07,0.1,0.48,1.1,1.2,4.7,5.0,23.0,23.0,2.3,2.9,1.7,0.2,0.75,4.5,0.379645680787132
50.0,2.2,9.4,21.2,5.6,8.8,0.0,0.51,14.0,10.0,0.14,0.06,2.0,11.0,0.105,0.01,0.1,0.19,0.6,0.7,2.6,4.0,12.0,2.0,1.8,1.0,1.2,3.5,0.4,1.8,0.417776610123995
21.2,3.4,8.2,16.4,5.6,43.6,0.0,0.5,14.0,21.0,0.14,0.01,2.0,31.0,0.07,0.07,0.1,0.35,0.6,1.0,3.2,3.4,28.0,17.0,3.8,1.2,1.2,4.8,0.34,1.4,0.380918290674843
22.4,9.4,13.0,16.4,18.8,11.2,0.0,0.51,14.0,18.0,0.035,0.02,2.0,23.0,0.14,0.08,0.1,0.35,1.1,1.1,4.3,3.4,15.0,2.0,1.4,0.5,1.7,2.6,0.5,1.7,0.34892725788205
41.6,11.8,11.8,5.6,11.6,4.0,0.0,0.51,14.0,25.0,0.175,0.04,2.0,14.0,0.175,0.05,0.1,0.3,1.3,1.0,2.8,2.2,12.0,7.0,2.4,3.8,1.5,0.8,0.64,1.0,0.690348775567712
11.6,13.0,8.2,10.4,15.2,35.2,0.0,0.5,14.0,24.0,0.175,0.07,2.0,23.0,0.105,0.1,0.1,0.46,1.4,1.8,2.5,2.9,10.0,18.0,2.0,3.8,0.7,2.3,0.26,2.1,0.362952379967213
44.0,5.8,5.8,6.8,10.4,38.8,0.0,0.51,14.0,34.0,0.07,0.02,2.0,22.0,0.14,0.04,0.1,0.49,1.0,2.3,2.7,3.6,26.0,29.0,1.3,4.1,1.8,4.6,0.87,2.2,0.408722816568576
29.6,2.2,8.2,16.4,12.8,43.6,0.0,0.51,14.0,12.0,0.07,0.05,2.0,23.0,0.14,0.08,0.1,0.35,1.4,0.2,4.5,4.9,22.0,3.0,0.3,2.5,1.6,4.0,0.18,1.7,0.6485350199264099
35.6,5.8,10.6,20.0,6.8,44.8,0.0,0.5,14.0,15.0,0.175,0.02,2.0,32.0,0.14,0.05,0.1,0.21,0.7,1.2,3.8,4.6,20.0,26.0,3.8,1.1,2.8,4.5,0.21,1.5,0.463042494351578
26.0,11.8,8.2,24.8,16.4,31.6,0.0,0.5,14.0,32.0,0.14,0.06,2.0,8.0,0.14,0.09,0.1,0.33,2.1,4.1,4.5,3.8,22.0,4.0,1.9,2.4,1.3,1.7,0.53,2.2,0.731120507818071
22.4,11.8,5.8,24.8,20.0,41.2,0.0,0.51,14.0,31.0,0.14,0.01,2.0,27.0,0.07,0.04,0.1,0.23,2.0,1.2,4.0,3.5,11.0,14.0,1.1,2.6,2.5,3.4,1.06,2.2,0.461975369907839
28.4,4.6,7.0,26.0,17.6,10.0,0.0,0.51,14.0,20.0,0.175,0.09,2.0,34.0,0.07,0.02,0.1,0.18,1.5,2.0,4.7,3.2,24.0,24.0,4.2,2.5,2.7,5.0,1.17,2.5,0.4732267893526919
36.8,4.6,10.6,11.6,21.2,18.4,0.0,0.5,14.0,17.0,0.175,0.09,2.0,18.0,0.14,0.01,0.1,0.2,1.2,1.8,4.8,3.9,9.0,27.0,2.8,0.5,1.4,0.9,0.59,3.4,0.292617833257724
9.2,5.8,8.2,9.2,8.0,10.0,0.0,0.51,14.0,28.0,0.14,0.07,2.0,7.0,0.105,0.06,0.1,0.42,0.9,2.6,2.2,4.6,19.0,23.0,1.0,0.3,0.9,0.5,0.22,1.4,0.363774254878213
45.2,13.0,2.2,11.6,16.4,32.8,0.0,0.5,14.0,29.0,0.07,0.06,2.0,25.0,0.07,0.03,0.1,0.32,1.7,1.8,2.8,3.9,29.0,10.0,3.9,3.3,1.6,1.8,1.29,2.4,0.542818177318989
51.2,4.6,3.4,9.2,10.4,43.6,0.0,0.51,14.0,22.0,0.14,0.07,2.0,34.0,0.105,0.03,0.1,0.2,0.8,2.7,3.9,4.3,24.0,10.0,4.5,0.2,2.6,2.9,0.47,2.7,0.3702435644734529
10.4,9.4,11.8,15.2,16.4,40.0,0.0,0.51,14.0,24.0,0.175,0.01,2.0,30.0,0.14,0.04,0.1,0.37,1.0,0.6,4.3,3.6,11.0,6.0,1.0,1.2,1.0,2.2,0.58,2.9,0.285351496221376
46.4,13.0,5.8,17.6,15.2,8.8,0.0,0.5,14.0,31.0,0.175,0.04,2.0,30.0,0.105,0.08,0.1,0.31,1.6,0.3,3.6,4.1,27.0,4.0,0.3,0.8,4.5,4.0,0.27,1.4,0.817000030485458
9.2,5.8,3.4,18.8,8.0,46.0,0.0,0.5,14.0,25.0,0.105,0.09,2.0,5.0,0.105,0.09,0.1,0.16,1.0,1.5,2.8,2.3,19.0,29.0,1.5,3.7,1.5,2.6,0.13,2.2,0.326941125003072
38.0,5.8,11.8,20.0,4.4,53.2,0.0,0.51,14.0,34.0,0.105,0.01,2.0,13.0,0.035,0.03,0.1,0.09,0.4,0.4,1.7,3.8,24.0,17.0,1.4,2.5,1.6,0.9,0.3,1.2,0.5056241672696
28.4,3.4,13.0,20.0,4.4,37.6,0.0,0.5,14.0,22.0,0.105,0.03,2.0,27.0,0.07,0.07,0.1,0.37,0.5,2.9,2.5,4.6,11.0,6.0,4.1,4.7,4.1,1.1,0.17,1.7,0.512890851514573
28.4,10.6,8.2,11.6,16.4,20.8,0.0,0.5,14.0,19.0,0.07,0.03,2.0,7.0,0.175,0.06,0.1,0.36,1.8,1.7,3.2,2.7,22.0,11.0,2.8,1.9,1.2,5.0,0.89,2.6,0.437116905479342
46.4,3.4,9.4,15.2,5.6,8.8,0.0,0.5,14.0,14.0,0.105,0.1,2.0,20.0,0.035,0.01,0.1,0.18,0.6,1.4,3.1,1.4,21.0,26.0,4.7,3.5,1.0,3.2,0.22,1.3,0.511378474778844
10.4,9.4,8.2,17.6,15.2,43.6,0.0,0.5,14.0,34.0,0.175,0.06,2.0,34.0,0.105,0.06,0.1,0.44,1.5,1.4,4.6,4.9,25.0,1.0,3.7,4.8,0.6,3.3,1.18,1.7,0.370172240618511
48.8,5.8,4.6,3.2,3.2,18.4,0.0,0.5,14.0,33.0,0.105,0.09,2.0,33.0,0.105,0.04,0.1,0.3,0.3,2.6,1.1,1.4,6.0,9.0,4.8,4.9,1.9,0.5,0.24,1.0,0.446255051519986
40.4,9.4,9.4,8.0,6.8,19.6,0.0,0.5,14.0,25.0,0.105,0.1,2.0,28.0,0.07,0.05,0.1,0.42,0.4,2.6,4.1,4.2,11.0,26.0,4.9,0.9,1.6,4.2,0.11,1.3,0.7373056362692509
18.8,8.2,5.8,17.6,20.0,16.0,0.0,0.5,14.0,14.0,0.14,0.1,2.0,9.0,0.175,0.1,0.1,0.37,1.7,1.6,4.7,4.3,6.0,6.0,2.3,4.5,0.4,1.2,1.34,2.8,0.344335335651631
24.8,13.0,4.6,24.8,8.0,48.4,0.0,0.51,14.0,29.0,0.14,0.09,2.0,30.0,0.14,0.01,0.1,0.48,0.9,2.2,3.4,3.6,11.0,24.0,4.4,0.3,1.9,2.4,0.63,1.0,0.629104663465347
39.2,13.0,5.8,3.2,5.6,52.0,0.0,0.5,14.0,35.0,0.175,0.1,2.0,33.0,0.175,0.07,0.1,0.37,0.6,4.5,2.9,2.8,15.0,1.0,3.4,3.1,4.8,1.5,0.39,1.5,0.435780049375347
34.4,8.2,10.6,20.0,18.8,11.2,0.0,0.5,14.0,28.0,0.035,0.03,2.0,35.0,0.14,0.09,0.1,0.23,2.1,1.6,4.9,4.5,9.0,1.0,3.5,2.3,2.5,1.7,0.25,1.7,0.615670719524068
24.8,10.6,13.0,10.4,15.2,4.0,0.0,0.5,14.0,28.0,0.07,0.04,2.0,31.0,0.105,0.01,0.1,0.29,1.9,2.1,3.9,3.4,22.0,23.0,3.1,0.1,0.3,2.5,0.71,1.4,0.698009985056201
8.0,7.0,13.0,12.8,12.8,47.2,0.0,0.51,14.0,33.0,0.175,0.05,2.0,13.0,0.14,0.02,0.1,0.46,1.1,0.9,4.5,3.9,16.0,30.0,2.7,4.3,4.3,2.4,0.43,2.5,0.270070655232269
17.6,5.8,2.2,23.6,8.0,13.6,0.0,0.51,14.0,30.0,0.14,0.02,2.0,13.0,0.175,0.09,0.1,0.24,0.9,3.5,1.4,3.1,29.0,22.0,4.6,0.2,2.9,1.3,0.22,1.1,0.6495981031766059
52.4,3.4,11.8,12.8,15.2,16.0,0.0,0.51,14.0,20.0,0.14,0.04,2.0,20.0,0.105,0.1,0.1,0.29,1.4,1.5,4.4,3.6,19.0,26.0,3.1,2.8,2.2,5.0,0.98,1.1,0.624150691702308
11.6,7.0,5.8,14.0,21.2,23.2,0.0,0.5,14.0,35.0,0.175,0.07,2.0,23.0,0.07,0.01,0.1,0.3,1.3,2.8,5.0,4.8,2.0,10.0,4.1,3.4,4.9,4.4,0.9,2.0,0.378734432914597
22.4,2.2,10.6,5.6,17.6,6.4,0.0,0.5,14.0,8.0,0.035,0.03,2.0,23.0,0.105,0.03,0.1,0.42,1.9,1.0,4.5,3.7,1.0,15.0,1.1,3.4,0.2,3.4,0.34,3.6,0.30186774835618
42.8,3.4,9.4,21.2,11.6,10.0,0.0,0.51,14.0,19.0,0.105,0.06,2.0,33.0,0.035,0.02,0.1,0.1,0.8,1.5,4.4,4.5,6.0,3.0,0.8,4.0,4.9,2.9,0.49,2.5,0.382056059973088
26.0,7.0,5.8,5.6,12.8,41.2,0.0,0.5,14.0,9.0,0.105,0.1,2.0,29.0,0.07,0.02,0.1,0.37,1.3,0.4,4.8,3.6,17.0,18.0,2.8,0.6,4.0,1.5,0.23,3.1,0.317948312134279
47.6,8.2,3.4,8.0,11.6,30.4,0.0,0.51,14.0,21.0,0.07,0.03,2.0,30.0,0.14,0.1,0.1,0.46,0.8,0.7,4.4,4.1,14.0,9.0,2.1,0.4,0.6,3.7,0.27,2.0,0.422609471518885
32.0,1.0,11.8,8.0,8.0,44.8,0.0,0.5,14.0,27.0,0.14,0.02,2.0,13.0,0.175,0.04,0.1,0.25,0.6,1.5,4.0,4.9,14.0,1.0,3.7,2.0,2.9,1.2,0.44,1.3,0.391316309331362
14.0,4.6,8.2,8.0,26.0,46.0,0.0,0.51,14.0,20.0,0.105,0.05,2.0,24.0,0.105,0.08,0.1,0.35,3.5,1.4,4.4,4.1,11.0,17.0,1.4,2.9,2.3,2.8,0.15,3.9,0.39646699115042
8.0,8.2,4.6,26.0,4.4,22.0,0.0,0.5,14.0,27.0,0.14,0.05,2.0,12.0,0.14,0.04,0.1,0.38,0.3,2.0,2.3,2.6,19.0,12.0,1.2,4.7,3.5,4.2,0.27,1.1,0.53171165278972
