w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_leg_top_right
42.8,8.2,10.6,4.4,11.6,26.8,0.0,0.5,14.0,28.0,0.035,0.03,2.0,12.0,0.14,0.07,0.1,0.32,0.5,0.8,5.0,4.7,17.0,10.0,1.1,3.5,4.6,4.0,0.32,1.7,0.0234511951036957
51.2,8.2,9.4,4.4,3.2,6.4,0.0,0.5,14.0,33.0,0.105,0.03,2.0,11.0,0.07,0.05,0.1,0.29,0.3,1.6,1.5,2.4,1.0,16.0,4.5,1.3,1.4,3.7,0.13,1.1,0.0245552759320964
51.2,8.2,9.4,4.4,3.2,6.4,0.0,0.5,14.0,33.0,0.105,0.03,2.0,11.0,0.07,0.05,0.1,0.29,0.3,1.6,1.5,2.4,1.0,16.0,4.5,1.3,1.4,3.7,0.13,1.1,0.0245552759320964
51.2,8.2,9.4,4.4,3.2,6.4,0.0,0.5,14.0,33.0,0.105,0.03,2.0,11.0,0.07,0.05,0.1,0.29,0.3,1.6,1.5,2.4,1.0,16.0,4.5,1.3,1.4,3.7,0.13,1.1,0.0245552759320964
39.2,2.2,11.8,15.2,3.2,6.4,0.0,0.51,14.0,33.0,0.105,0.03,2.0,10.0,0.035,0.01,0.1,0.1,0.3,3.0,1.6,1.7,2.0,4.0,5.0,0.7,2.3,0.6,0.26,1.2,0.0232325871878132
47.6,10.6,9.4,9.2,17.6,20.8,0.0,0.51,14.0,27.0,0.105,0.02,2.0,5.0,0.14,0.07,0.1,0.44,1.6,0.5,4.3,2.7,24.0,30.0,1.7,3.7,1.0,1.2,0.49,1.5,0.0236728685556047
48.8,10.6,9.4,24.8,17.6,28.0,0.0,0.5,14.0,34.0,0.175,0.04,2.0,25.0,0.07,0.01,0.1,0.34,2.1,1.9,3.8,4.8,7.0,0.0,4.5,2.1,1.3,4.7,0.14,2.2,0.0235024840321091
47.6,5.8,9.4,4.4,6.8,50.8,0.0,0.5,14.0,19.0,0.14,0.01,2.0,16.0,0.07,0.02,0.1,0.5,0.6,1.5,3.2,4.6,15.0,11.0,0.5,0.8,1.1,1.4,0.46,2.5,0.0241179235195216
40.4,10.6,11.8,20.0,10.4,17.2,0.0,0.51,14.0,29.0,0.105,0.04,2.0,18.0,0.07,0.07,0.1,0.13,1.0,2.4,2.1,3.5,5.0,0.0,3.2,1.5,1.4,1.0,0.89,1.5,0.0235864820657159
38.0,9.4,11.8,12.8,5.6,5.2,0.0,0.51,14.0,32.0,0.105,0.03,2.0,17.0,0.035,0.01,0.1,0.13,0.5,1.5,2.4,1.2,15.0,14.0,3.7,2.0,3.9,3.9,0.37,1.1,0.0232540767531866
44.0,9.4,10.6,12.8,6.8,41.2,0.0,0.5,14.0,22.0,0.105,0.03,2.0,8.0,0.035,0.02,0.1,0.35,0.8,1.4,2.7,2.9,5.0,3.0,4.9,0.9,0.6,0.8,0.51,2.4,0.0250291574852568
41.6,5.8,11.8,8.0,5.6,49.6,0.0,0.5,14.0,28.0,0.105,0.04,2.0,24.0,0.175,0.09,0.1,0.49,0.6,2.6,3.0,2.9,23.0,30.0,1.3,3.9,4.9,0.6,0.18,1.7,0.023410453337908
42.8,10.6,10.6,10.4,17.6,29.2,0.0,0.51,14.0,20.0,0.14,0.04,2.0,26.0,0.07,0.01,0.1,0.47,2.3,1.2,4.7,4.3,10.0,10.0,3.4,0.4,4.4,3.5,0.59,2.2,0.0227787601987853
42.8,7.0,10.6,16.4,14.0,7.6,0.0,0.51,14.0,27.0,0.105,0.05,2.0,35.0,0.07,0.04,0.1,0.45,1.3,2.9,4.6,4.8,2.0,28.0,1.1,2.2,4.7,2.8,0.6,1.4,0.0226819188536688
35.6,3.4,13.0,9.2,12.8,36.4,0.0,0.5,14.0,35.0,0.14,0.03,2.0,20.0,0.175,0.08,0.1,0.41,1.5,2.3,2.7,2.3,24.0,29.0,4.0,0.8,0.7,3.2,0.96,1.8,0.0227422803308253
35.6,4.6,13.0,6.8,17.6,30.4,0.0,0.5,14.0,30.0,0.14,0.02,2.0,10.0,0.07,0.04,0.1,0.13,2.3,3.8,3.7,3.1,0.0,10.0,3.9,0.1,0.7,4.6,0.85,2.6,0.0232135210242748
39.2,11.8,11.8,8.0,17.6,12.4,0.0,0.51,14.0,27.0,0.035,0.02,2.0,27.0,0.14,0.03,0.1,0.33,2.2,3.2,4.8,3.5,20.0,26.0,0.8,2.3,4.2,0.4,0.29,1.1,0.0230121734261173
36.8,13.0,13.0,10.4,18.8,10.0,0.0,0.51,14.0,35.0,0.105,0.1,2.0,20.0,0.105,0.03,0.1,0.22,1.4,2.6,4.6,3.4,2.0,3.0,3.0,2.1,0.5,4.9,0.95,3.3,0.0218856003428805
44.0,13.0,10.6,10.4,6.8,5.2,0.0,0.5,14.0,34.0,0.175,0.07,2.0,16.0,0.105,0.08,0.1,0.13,0.9,0.3,4.7,2.0,5.0,0.0,0.3,4.3,3.7,3.2,0.16,1.3,0.0234315730759486
35.6,10.6,13.0,17.6,8.0,4.0,0.0,0.5,14.0,29.0,0.175,0.02,2.0,7.0,0.105,0.05,0.1,0.22,1.0,3.1,2.9,4.6,3.0,6.0,2.7,1.8,2.4,3.2,0.73,1.1,0.0231132711494685
48.8,13.0,9.4,9.2,11.6,7.6,0.0,0.5,14.0,18.0,0.07,0.05,2.0,17.0,0.14,0.04,0.1,0.31,1.5,2.4,4.6,1.8,18.0,21.0,2.8,1.5,1.4,0.2,0.47,1.6,0.0228364834543402
42.8,13.0,10.6,22.4,12.8,26.8,0.0,0.5,14.0,25.0,0.105,0.03,2.0,10.0,0.14,0.06,0.1,0.38,1.5,3.0,4.7,4.9,23.0,28.0,1.3,2.5,0.6,2.7,0.96,3.4,0.0234541825443269
40.4,9.4,11.8,24.8,6.8,18.4,0.0,0.51,14.0,35.0,0.105,0.03,2.0,6.0,0.14,0.08,0.1,0.27,0.6,4.2,3.6,2.7,5.0,28.0,1.7,1.9,0.8,4.4,0.36,1.3,0.0228708052716553
42.8,13.0,10.6,17.6,17.6,14.8,0.0,0.5,14.0,35.0,0.105,0.07,2.0,33.0,0.035,0.03,0.1,0.28,1.3,4.4,3.1,4.1,1.0,5.0,2.8,0.3,3.3,0.3,0.54,2.9,0.0240354216319319
47.6,11.8,9.4,23.6,16.4,7.6,0.0,0.5,14.0,18.0,0.105,0.09,2.0,17.0,0.14,0.09,0.1,0.31,1.2,1.4,4.6,4.5,7.0,20.0,2.3,2.0,0.1,0.3,0.68,3.4,0.023906948568606
38.0,8.2,11.8,20.0,11.6,13.6,0.0,0.5,14.0,13.0,0.105,0.02,2.0,35.0,0.105,0.06,0.1,0.36,0.6,0.7,3.2,4.1,5.0,11.0,3.9,1.3,1.5,3.8,0.1,1.5,0.0232430482809514
38.0,8.2,11.8,20.0,11.6,13.6,0.0,0.5,14.0,13.0,0.105,0.02,2.0,35.0,0.105,0.06,0.1,0.36,0.6,0.7,3.2,4.1,5.0,11.0,3.9,1.3,1.5,3.8,0.1,1.5,0.0232430482809514
38.0,8.2,11.8,20.0,11.6,13.6,0.0,0.5,14.0,13.0,0.105,0.02,2.0,35.0,0.105,0.06,0.1,0.36,0.6,0.7,3.2,4.1,5.0,11.0,3.9,1.3,1.5,3.8,0.1,1.5,0.0232430482809514
51.2,7.0,9.4,12.8,4.4,50.8,0.0,0.51,14.0,29.0,0.175,0.1,2.0,17.0,0.105,0.03,0.1,0.36,0.5,4.0,1.2,2.5,25.0,8.0,4.9,0.5,1.7,4.8,0.11,1.1,0.0244146560143894
51.2,13.0,9.4,26.0,5.6,49.6,0.0,0.51,14.0,25.0,0.175,0.04,2.0,14.0,0.035,0.03,0.1,0.47,0.6,1.7,2.7,2.6,28.0,29.0,0.6,1.9,3.1,1.9,0.59,1.6,0.0228457647173314
35.6,10.6,13.0,6.8,15.2,10.0,0.0,0.51,14.0,15.0,0.14,0.08,2.0,19.0,0.14,0.04,0.1,0.18,1.7,1.5,4.3,4.2,19.0,7.0,0.1,3.9,4.9,5.0,0.84,3.8,0.0228196792035942
35.6,10.6,13.0,22.4,4.4,52.0,0.0,0.51,14.0,21.0,0.105,0.06,2.0,14.0,0.175,0.04,0.1,0.2,0.5,0.7,1.9,3.3,25.0,3.0,4.4,1.8,1.5,0.9,0.22,1.1,0.0235521905103537
35.6,4.6,13.0,12.8,17.6,18.4,0.0,0.5,14.0,31.0,0.175,0.02,2.0,31.0,0.105,0.06,0.1,0.09,1.4,1.4,4.3,3.2,19.0,25.0,4.2,3.7,0.6,3.6,0.64,1.9,0.0240176677292318
39.2,9.4,11.8,21.2,15.2,14.8,0.0,0.51,14.0,27.0,0.14,0.01,2.0,19.0,0.14,0.06,0.1,0.27,1.6,3.3,4.4,4.7,20.0,11.0,4.6,0.6,0.8,0.7,0.74,3.1,0.0229582253513141
44.0,13.0,10.6,17.6,26.0,49.6,0.0,0.5,14.0,33.0,0.14,0.04,2.0,15.0,0.035,0.01,0.1,0.39,2.6,3.8,4.7,4.0,0.0,29.0,2.8,0.3,1.9,2.2,0.32,3.7,0.0226248598272118
38.0,7.0,11.8,24.8,6.8,40.0,0.0,0.5,14.0,13.0,0.105,0.06,2.0,11.0,0.105,0.06,0.1,0.33,0.3,0.6,4.9,4.6,6.0,23.0,3.5,1.0,4.8,0.9,0.22,1.0,0.0225059864167961
48.8,5.8,9.4,16.4,24.8,37.6,0.0,0.51,14.0,19.0,0.14,0.07,2.0,25.0,0.14,0.09,0.1,0.33,1.4,1.9,4.2,4.7,21.0,28.0,2.4,3.4,2.5,4.7,0.9,3.9,0.0227191720894917
38.0,2.2,11.8,22.4,18.8,16.0,0.0,0.51,14.0,18.0,0.07,0.01,2.0,30.0,0.105,0.04,0.1,0.36,2.3,1.4,5.0,4.9,26.0,8.0,3.3,2.9,1.7,3.1,0.58,4.3,0.0227175717586658
39.2,5.8,11.8,17.6,17.6,13.6,0.0,0.5,14.0,26.0,0.07,0.01,2.0,34.0,0.07,0.05,0.1,0.14,1.9,3.3,4.9,4.7,0.0,30.0,1.9,1.2,4.9,2.0,1.07,3.6,0.0235843803013526
50.0,7.0,9.4,6.8,11.6,5.2,0.0,0.5,14.0,31.0,0.035,0.03,2.0,25.0,0.105,0.04,0.1,0.26,1.4,1.7,2.4,2.4,4.0,29.0,0.4,0.7,0.6,0.1,1.38,1.6,0.0225810394597893
44.0,2.2,10.6,22.4,22.4,5.2,0.0,0.5,14.0,26.0,0.105,0.04,2.0,18.0,0.07,0.06,0.1,0.08,1.9,2.3,4.5,4.7,28.0,17.0,0.8,2.3,4.9,1.6,0.84,2.6,0.0232127128250824
44.0,8.2,10.6,11.6,24.8,20.8,0.0,0.5,14.0,35.0,0.105,0.05,2.0,22.0,0.105,0.06,0.1,0.48,2.4,2.9,4.7,3.5,10.0,0.0,2.5,4.9,2.2,3.5,1.52,3.3,0.0229718239858883
50.0,10.6,9.4,6.8,20.0,8.8,0.0,0.5,14.0,35.0,0.105,0.1,2.0,27.0,0.175,0.09,0.1,0.44,1.1,1.1,4.0,4.1,3.0,17.0,4.9,4.5,1.5,4.0,0.1,2.5,0.0219855477411024
38.0,5.8,11.8,24.8,3.2,40.0,0.0,0.5,14.0,29.0,0.105,0.03,2.0,25.0,0.105,0.09,0.1,0.2,0.3,3.5,1.2,4.4,18.0,26.0,1.1,0.3,1.9,1.5,0.13,1.0,0.0221379710792063
38.0,5.8,11.8,24.8,3.2,40.0,0.0,0.5,14.0,29.0,0.105,0.03,2.0,25.0,0.105,0.09,0.1,0.2,0.3,3.5,1.2,4.4,18.0,26.0,1.1,0.3,1.9,1.5,0.13,1.0,0.0221379710792063
38.0,5.8,11.8,24.8,3.2,40.0,0.0,0.5,14.0,29.0,0.105,0.03,2.0,25.0,0.105,0.09,0.1,0.2,0.3,3.5,1.2,4.4,18.0,26.0,1.1,0.3,1.9,1.5,0.13,1.0,0.0221379710792063
51.2,3.4,9.4,26.0,24.8,47.2,0.0,0.51,14.0,28.0,0.175,0.09,2.0,22.0,0.07,0.03,0.1,0.29,1.2,2.3,4.9,4.1,10.0,20.0,0.9,3.1,3.0,0.7,0.26,3.4,0.0210527790412452
44.0,4.6,10.6,16.4,16.4,52.0,0.0,0.5,14.0,15.0,0.175,0.03,2.0,27.0,0.105,0.07,0.1,0.36,1.5,0.8,4.1,4.7,10.0,3.0,4.1,4.4,2.3,4.2,0.22,4.0,0.0218937215500453
36.8,11.8,13.0,21.2,26.0,36.4,0.0,0.5,14.0,33.0,0.035,0.01,2.0,13.0,0.14,0.08,0.1,0.36,1.2,2.4,4.3,4.6,21.0,28.0,5.0,0.6,3.2,1.8,0.82,3.8,0.0217568996031946
40.4,4.6,11.8,3.2,9.2,46.0,0.0,0.5,14.0,25.0,0.14,0.07,2.0,32.0,0.105,0.05,0.1,0.26,1.2,1.8,2.6,2.0,20.0,21.0,0.4,4.2,4.6,2.5,0.52,1.2,0.0231591042396549
40.4,13.0,11.8,12.8,9.2,34.0,0.0,0.51,14.0,29.0,0.07,0.03,2.0,5.0,0.035,0.03,0.1,0.07,0.6,0.4,4.0,2.6,12.0,26.0,1.4,1.8,3.4,2.5,0.16,1.5,0.0219738742727787
40.4,13.0,11.8,12.8,9.2,34.0,0.0,0.51,14.0,29.0,0.07,0.03,2.0,5.0,0.035,0.03,0.1,0.07,0.6,0.4,4.0,2.6,12.0,26.0,1.4,1.8,3.4,2.5,0.16,1.5,0.0219738742727787
40.4,13.0,11.8,12.8,9.2,34.0,0.0,0.51,14.0,29.0,0.07,0.03,2.0,5.0,0.035,0.03,0.1,0.07,0.6,0.4,4.0,2.6,12.0,26.0,1.4,1.8,3.4,2.5,0.16,1.5,0.0219738742727787
39.2,2.2,11.8,22.4,8.0,25.6,0.0,0.51,14.0,26.0,0.14,0.08,2.0,28.0,0.105,0.06,0.1,0.12,1.0,0.7,3.9,4.3,30.0,12.0,1.1,2.5,0.8,3.0,0.65,1.8,0.022583286620368
50.0,4.6,9.4,8.0,10.4,16.0,0.0,0.51,14.0,17.0,0.07,0.04,2.0,6.0,0.175,0.07,0.1,0.35,1.1,2.0,4.8,1.7,14.0,6.0,3.8,0.1,1.2,0.7,0.72,1.6,0.0225836979076225
50.0,13.0,9.4,11.6,17.6,16.0,0.0,0.5,14.0,28.0,0.105,0.03,2.0,12.0,0.175,0.09,0.1,0.48,2.0,2.6,4.4,1.6,19.0,12.0,1.7,3.2,0.2,1.2,1.68,1.0,0.0222551193607486
44.0,5.8,10.6,20.0,8.0,16.0,0.0,0.5,14.0,17.0,0.175,0.1,2.0,26.0,0.105,0.09,0.1,0.27,0.6,1.4,2.0,2.3,9.0,12.0,2.9,1.2,4.3,0.7,0.54,1.9,0.0219132950384055
50.0,7.0,9.4,18.8,26.0,10.0,0.0,0.5,14.0,21.0,0.175,0.05,2.0,32.0,0.07,0.03,0.1,0.43,3.1,2.5,5.0,4.3,12.0,23.0,3.9,1.0,1.7,1.4,0.14,3.2,0.0220772124818022
36.8,10.6,13.0,10.4,22.4,31.6,0.0,0.51,14.0,18.0,0.105,0.1,2.0,10.0,0.14,0.1,0.1,0.4,2.9,1.9,4.1,4.6,25.0,10.0,2.3,2.6,1.5,2.5,0.54,3.1,0.0219191252371709
40.4,10.6,11.8,10.4,15.2,30.4,0.0,0.51,14.0,22.0,0.175,0.03,2.0,7.0,0.105,0.01,0.1,0.37,1.8,2.3,3.3,2.8,21.0,17.0,3.8,1.6,3.5,1.1,1.75,1.4,0.022205956776623
45.2,5.8,10.6,8.0,22.4,10.0,0.0,0.51,14.0,31.0,0.175,0.1,2.0,31.0,0.105,0.04,0.1,0.35,2.4,4.1,4.7,4.4,1.0,16.0,3.9,2.5,1.8,3.4,0.55,3.6,0.0245034297740626
42.8,8.2,11.8,8.0,3.2,8.8,0.0,0.51,14.0,32.0,0.175,0.07,2.0,31.0,0.14,0.1,0.1,0.24,0.4,1.6,1.8,1.3,12.0,3.0,4.7,0.2,2.3,4.3,0.29,1.2,0.0230851966731009
41.6,3.4,10.6,24.8,22.4,24.4,0.0,0.5,14.0,20.0,0.14,0.03,2.0,16.0,0.07,0.06,0.1,0.39,2.4,1.8,3.5,4.5,26.0,4.0,4.8,4.2,4.4,0.6,0.81,3.3,0.022166712964857
51.2,13.0,9.4,18.8,22.4,16.0,0.0,0.51,14.0,27.0,0.105,0.06,2.0,27.0,0.175,0.05,0.1,0.23,1.1,2.5,4.8,4.7,4.0,28.0,2.5,3.8,1.0,3.9,1.05,2.9,0.0221727669530383
36.8,2.2,13.0,21.2,5.6,5.2,0.0,0.51,14.0,32.0,0.07,0.02,2.0,28.0,0.035,0.01,0.1,0.42,0.6,0.8,2.2,3.5,11.0,16.0,4.5,3.2,2.9,4.3,0.24,1.7,0.0226332102649561
47.6,3.4,10.6,5.6,4.4,24.4,0.0,0.5,14.0,27.0,0.175,0.09,2.0,15.0,0.105,0.03,0.1,0.34,0.4,2.5,2.9,2.6,23.0,24.0,2.0,2.1,3.2,1.5,0.2,1.1,0.0218155690997725
45.2,4.6,10.6,9.2,21.2,13.6,0.0,0.51,14.0,25.0,0.035,0.01,2.0,18.0,0.105,0.07,0.1,0.29,1.1,0.2,4.8,4.2,7.0,6.0,3.2,3.7,4.7,1.0,0.1,3.4,0.0220642973928103
30.8,2.2,13.0,16.4,16.4,11.2,0.0,0.5,14.0,28.0,0.07,0.02,2.0,10.0,0.07,0.06,0.1,0.48,1.0,1.0,3.3,5.0,1.0,15.0,4.2,2.9,3.5,4.5,0.42,2.4,0.0238523493786786
50.0,8.2,9.4,9.2,12.8,47.2,0.0,0.51,14.0,17.0,0.14,0.01,2.0,23.0,0.175,0.01,0.1,0.42,1.5,1.2,3.0,2.7,13.0,21.0,2.4,2.7,0.1,4.8,0.91,1.2,0.0230305353505841
41.6,13.0,11.8,4.4,11.6,10.0,0.0,0.5,14.0,6.0,0.14,0.08,2.0,25.0,0.105,0.02,0.1,0.27,1.5,0.7,2.5,3.6,22.0,20.0,1.4,2.0,2.1,2.6,0.45,1.9,0.0220910905012999
41.6,13.0,11.8,4.4,11.6,10.0,0.0,0.5,14.0,6.0,0.14,0.08,2.0,25.0,0.105,0.02,0.1,0.27,1.5,0.7,2.5,3.6,22.0,20.0,1.4,2.0,2.1,2.6,0.45,1.9,0.0220910905012999
41.6,13.0,11.8,4.4,11.6,10.0,0.0,0.5,14.0,6.0,0.14,0.08,2.0,25.0,0.105,0.02,0.1,0.27,1.5,0.7,2.5,3.6,22.0,20.0,1.4,2.0,2.1,2.6,0.45,1.9,0.0220910905012999
45.2,7.0,10.6,17.6,22.4,12.4,0.0,0.51,14.0,24.0,0.035,0.02,2.0,30.0,0.07,0.02,0.1,0.32,2.2,2.4,4.3,4.5,9.0,4.0,1.3,0.4,0.6,4.9,1.37,4.0,0.0214601583817464
50.0,5.8,9.4,18.8,22.4,52.0,0.0,0.5,14.0,17.0,0.175,0.07,2.0,22.0,0.175,0.05,0.1,0.2,1.7,1.9,4.5,2.8,7.0,27.0,4.2,0.6,3.2,3.2,1.69,2.3,0.02220670263523
42.8,5.8,11.8,10.4,5.6,31.6,0.0,0.5,14.0,32.0,0.175,0.07,2.0,21.0,0.14,0.07,0.1,0.33,0.7,4.2,1.8,4.8,18.0,9.0,1.6,0.9,4.1,0.5,0.19,1.5,0.0220813200058681
45.2,5.8,10.6,11.6,26.0,4.0,0.0,0.5,14.0,27.0,0.035,0.01,2.0,25.0,0.175,0.09,0.1,0.46,2.1,2.7,4.8,4.0,11.0,26.0,0.3,0.1,1.0,0.4,0.11,3.2,0.0226303570605154
47.6,10.6,10.6,15.2,16.4,8.8,0.0,0.51,14.0,16.0,0.105,0.03,2.0,16.0,0.105,0.08,0.1,0.44,1.6,1.0,3.3,4.2,23.0,4.0,1.7,3.3,1.8,3.7,0.33,2.1,0.0219036113195173
46.4,3.4,10.6,23.6,21.2,18.4,0.0,0.5,14.0,32.0,0.035,0.02,2.0,20.0,0.07,0.05,0.1,0.17,1.7,2.3,4.6,2.6,12.0,28.0,4.5,2.6,4.3,4.7,0.2,1.9,0.0219483575041526
45.2,10.6,10.6,18.8,18.8,30.4,0.0,0.51,14.0,32.0,0.14,0.09,2.0,6.0,0.07,0.06,0.1,0.22,1.0,1.5,4.9,3.5,21.0,5.0,3.5,0.6,2.6,4.2,0.98,1.4,0.0219527636404281
35.6,5.8,13.0,24.8,17.6,22.0,0.0,0.5,14.0,22.0,0.07,0.01,2.0,21.0,0.07,0.04,0.1,0.24,2.0,0.9,4.3,2.2,8.0,25.0,0.6,0.9,3.4,2.1,0.74,1.5,0.0216067552849946
47.6,5.8,10.6,24.8,4.4,23.2,0.0,0.51,14.0,23.0,0.07,0.06,2.0,10.0,0.07,0.01,0.1,0.08,0.5,2.5,2.8,3.6,29.0,7.0,1.4,0.2,1.1,1.8,0.28,1.1,0.0219144794709024
42.8,13.0,11.8,24.8,8.0,46.0,0.0,0.51,14.0,34.0,0.175,0.06,2.0,22.0,0.175,0.1,0.1,0.37,0.8,4.5,3.4,3.3,26.0,8.0,4.0,4.5,2.9,4.5,0.56,1.5,0.0211638798079993
35.6,3.4,13.0,17.6,12.8,47.2,0.0,0.5,14.0,25.0,0.14,0.1,2.0,22.0,0.14,0.02,0.1,0.24,1.5,0.8,4.6,4.9,16.0,15.0,4.9,0.8,0.6,1.0,0.76,2.8,0.0245688839509521
36.8,3.4,13.0,17.6,22.4,36.4,0.0,0.51,14.0,22.0,0.105,0.03,2.0,13.0,0.07,0.05,0.1,0.35,2.1,1.6,4.1,4.1,30.0,20.0,0.5,1.0,2.8,0.8,1.47,3.7,0.0217002060467173
45.2,5.8,10.6,21.2,14.0,28.0,0.0,0.51,14.0,22.0,0.175,0.04,2.0,14.0,0.035,0.02,0.1,0.38,1.4,1.9,3.5,2.2,25.0,30.0,5.0,3.7,1.3,0.2,0.9,1.3,0.0219187540401466
36.8,2.2,13.0,23.6,11.6,12.4,0.0,0.51,14.0,25.0,0.035,0.03,2.0,22.0,0.175,0.1,0.1,0.33,0.7,2.1,5.0,3.0,26.0,0.0,4.5,0.3,4.6,0.2,0.52,1.0,0.0214728842794133
41.6,8.2,11.8,4.4,14.0,40.0,0.0,0.5,14.0,11.0,0.105,0.03,2.0,7.0,0.07,0.07,0.1,0.4,1.2,0.8,4.3,4.1,0.0,29.0,5.0,3.4,2.8,4.4,0.6,1.5,0.0213307496321274
41.6,11.8,11.8,11.6,10.4,19.6,0.0,0.5,14.0,28.0,0.14,0.07,2.0,29.0,0.175,0.07,0.1,0.48,1.0,0.4,4.5,2.1,24.0,30.0,1.5,2.3,2.5,2.1,0.1,1.3,0.0215919353933411
41.6,11.8,11.8,11.6,10.4,19.6,0.0,0.5,14.0,28.0,0.14,0.07,2.0,29.0,0.175,0.07,0.1,0.48,1.0,0.4,4.5,2.1,24.0,30.0,1.5,2.3,2.5,2.1,0.1,1.3,0.0215919353933411
41.6,11.8,11.8,11.6,10.4,19.6,0.0,0.5,14.0,28.0,0.14,0.07,2.0,29.0,0.175,0.07,0.1,0.48,1.0,0.4,4.5,2.1,24.0,30.0,1.5,2.3,2.5,2.1,0.1,1.3,0.0215919353933411
50.0,10.6,10.6,17.6,6.8,34.0,0.0,0.5,14.0,26.0,0.14,0.05,2.0,9.0,0.14,0.03,0.1,0.37,0.5,2.7,3.2,2.9,30.0,13.0,1.3,4.4,4.1,0.7,0.47,1.5,0.0206923284920862
51.2,13.0,9.4,10.4,14.0,32.8,0.0,0.5,14.0,24.0,0.105,0.04,2.0,11.0,0.105,0.01,0.1,0.18,1.8,2.3,3.5,2.7,11.0,19.0,3.7,2.4,3.4,4.3,0.13,1.6,0.0224157399003315
36.8,13.0,13.0,23.6,12.8,46.0,0.0,0.5,14.0,27.0,0.105,0.1,2.0,30.0,0.035,0.02,0.1,0.26,1.4,1.2,4.2,4.3,1.0,18.0,4.4,4.9,4.7,4.3,0.56,2.7,0.022103771396284
51.2,13.0,9.4,14.0,22.4,30.4,0.0,0.5,14.0,25.0,0.105,0.02,2.0,20.0,0.175,0.02,0.1,0.31,2.8,2.6,4.1,4.1,2.0,6.0,1.0,3.6,0.4,1.1,1.48,3.2,0.0221156731600982
51.2,13.0,9.4,14.0,22.4,30.4,0.0,0.5,14.0,25.0,0.105,0.02,2.0,20.0,0.175,0.02,0.1,0.31,2.8,2.6,4.1,4.1,2.0,6.0,1.0,3.6,0.4,1.1,1.48,3.2,0.0221156731600982
51.2,13.0,9.4,14.0,22.4,30.4,0.0,0.5,14.0,25.0,0.105,0.02,2.0,20.0,0.175,0.02,0.1,0.31,2.8,2.6,4.1,4.1,2.0,6.0,1.0,3.6,0.4,1.1,1.48,3.2,0.0221156731600982
38.0,11.8,13.0,5.6,14.0,46.0,0.0,0.51,14.0,31.0,0.035,0.02,2.0,16.0,0.07,0.07,0.1,0.23,1.5,2.2,4.6,2.4,8.0,26.0,2.3,0.8,3.9,1.8,0.9,1.5,0.0211312556265186
48.8,4.6,10.6,12.8,6.8,41.2,0.0,0.51,14.0,13.0,0.035,0.02,2.0,10.0,0.035,0.02,0.1,0.23,0.5,0.4,2.6,5.0,22.0,23.0,3.6,3.3,4.2,2.1,0.23,2.4,0.02112950877954
46.4,2.2,10.6,17.6,14.0,4.0,0.0,0.51,14.0,21.0,0.035,0.01,2.0,22.0,0.175,0.03,0.1,0.29,1.6,0.7,4.5,4.9,5.0,27.0,4.9,2.5,2.6,4.7,0.33,1.8,0.0214810775554445
38.0,2.2,13.0,15.2,26.0,36.4,0.0,0.5,14.0,29.0,0.105,0.06,2.0,28.0,0.07,0.07,0.1,0.49,3.4,3.2,4.7,3.2,21.0,22.0,2.5,1.9,2.0,2.2,0.55,3.1,0.0211552760722623
38.0,13.0,13.0,9.2,21.2,20.8,0.0,0.5,14.0,25.0,0.105,0.06,2.0,17.0,0.14,0.04,0.1,0.48,1.8,1.5,4.9,3.4,18.0,29.0,1.7,1.2,2.9,2.6,1.05,1.6,0.0209546524929977
52.4,5.8,9.4,9.2,24.8,52.0,0.0,0.51,14.0,23.0,0.105,0.06,2.0,22.0,0.035,0.02,0.1,0.1,1.2,3.0,3.9,4.7,19.0,16.0,0.2,4.5,3.8,4.7,0.77,3.6,0.020935727796061
38.0,4.6,13.0,4.4,17.6,34.0,0.0,0.51,14.0,31.0,0.105,0.05,2.0,14.0,0.14,0.01,0.1,0.3,1.2,1.2,3.8,4.8,8.0,11.0,3.3,3.0,1.7,2.2,0.49,3.1,0.0214794696962504
41.6,8.2,11.8,6.8,22.4,7.6,0.0,0.51,14.0,23.0,0.175,0.06,2.0,27.0,0.07,0.03,0.1,0.5,2.9,2.6,4.1,3.6,5.0,26.0,2.6,3.0,4.1,2.7,0.93,2.9,0.0225264068212398
50.0,3.4,9.4,21.2,12.8,16.0,0.0,0.51,14.0,35.0,0.105,0.05,2.0,26.0,0.14,0.01,0.1,0.4,1.0,1.4,2.8,3.8,20.0,21.0,4.5,4.1,0.8,1.1,0.97,2.0,0.0217900844590125
39.2,7.0,13.0,26.0,14.0,48.4,0.0,0.5,14.0,12.0,0.175,0.03,2.0,20.0,0.07,0.04,0.1,0.09,1.7,0.6,4.3,3.1,16.0,30.0,0.4,4.3,4.1,3.7,0.29,2.5,0.01983790673712
